Provinsi,Tahun,Luas Panen,Curah hujan,Kelembapan,Suhu rata-rata,Provinsi_Enc,Produksi
-1.5275252316519468,-1.671258043593467,-0.21857958947960468,-0.8017068912913589,0.21597013944179286,-0.6212201381385724,-1.5275252316519468,1329536.0
-1.5275252316519468,-1.5474611514754324,-0.1951029696640421,-0.904652841391616,0.2406220454598645,0.09882707853420167,-1.5275252316519468,1299699.0
-1.5275252316519468,-1.4236642593573978,-0.15112952110268385,-0.9483563107738004,0.3638815755502167,-0.445394654997546,-1.5275252316519468,1382905.0
-1.5275252316519468,-1.2998673672393632,-0.11250419466365297,-0.8696900658858682,0.42140268959238186,-0.6044748540299035,-1.5275252316519468,1419128.0
-1.5275252316519468,-1.1760704751213287,-0.15841536863165157,-1.0814090953373403,0.3104691125110625,-0.4119040867802085,-1.5275252316519468,1368074.0
-1.5275252316519468,-1.052273583003294,-0.036420483086034613,-0.9590393810672234,0.3392296695321451,0.0318459420995237,-1.5275252316519468,1404580.0
-1.5275252316519468,-0.9284766908852594,-0.06257977607567927,-0.6550574718089172,0.37826185406075946,-0.5542390017038944,-1.5275252316519468,1478712.0
-1.5275252316519468,-0.8046797987672248,-0.16184298957317536,-0.46402475119834574,1.982690070736857,0.24953463551222338,-1.5275252316519468,1486909.0
-1.5275252316519468,-0.6808829066491903,-0.3407725536223449,-0.7417845788273413,-2.356045388443581,1.7566102052924404,-1.5275252316519468,1547499.0
-1.5275252316519468,-0.5570860145311557,-0.25500021501152476,-1.1223932377357446,-2.5060111500535114,2.0077894669224774,-1.5275252316519468,1314165.0
-1.5275252316519468,-0.43328912241312106,-0.028910720621188473,-0.9180552386688191,-2.1136349792658873,2.175242308009168,-1.5275252316519468,1246614.0
-1.5275252316519468,-0.3094922302950865,-0.014571552612049917,-1.316436641792644,-0.02233161873288969,2.175242308009168,-1.5275252316519468,1350748.0
-1.5275252316519468,-0.1856953381770519,-0.1569857578871969,-1.6918008843751853,-0.29761123593467964,-0.001644626117813795,-1.5275252316519468,1411650.0
-1.5275252316519468,-0.061898446059017294,-0.23063654756536683,-1.8899232789077556,-0.030548920738914537,-0.0602531204981559,-1.5275252316519468,1552078.0
-1.5275252316519468,0.061898446059017294,-0.058704325262398584,-1.008569979700366,0.11325386436649836,-0.3532955923998664,-1.5275252316519468,1556858.0
-1.5275252316519468,0.1856953381770519,-0.19481015782481645,-1.1480326064399593,-0.5030437860852687,0.16580821496887665,-1.5275252316519468,1402287.0
-1.5275252316519468,0.3094922302950865,-0.06448305303064601,-0.8502663017160084,-0.4619572760551503,0.08208179442552994,-1.5275252316519468,1533369.0
-1.5275252316519468,0.43328912241312106,-0.09503021755221626,-0.453050324442375,0.09271060935144063,0.24953463551222338,-1.5275252316519468,1788738.0
-1.5275252316519468,0.5570860145311557,0.027283316171381543,-1.1503634581403426,-0.3181544909497374,0.24953463551222338,-1.5275252316519468,1772962.0
-1.5275252316519468,0.6808829066491903,0.057929519991513405,-1.3154654535841512,-0.2770679809196219,0.08208179442552994,-1.5275252316519468,1582393.0
-1.5275252316519468,0.8046797987672248,0.1930535716812335,-0.8050089312002351,-0.05109217575397227,0.16580821496887665,-1.5275252316519468,2331046.0
-1.5275252316519468,0.9284766908852594,0.007695065338477251,-0.18267152719792612,-0.5441302961153871,0.24953463551222338,-1.5275252316519468,1820062.0
-1.5275252316519468,1.052273583003294,0.373378298023184,-0.8522086781329944,-0.19489496085938515,0.24953463551222338,-1.5275252316519468,1956940.0
-1.5275252316519468,1.1760704751213287,-0.3500090447273305,-1.3174078300011371,0.48714110564056895,0.2662799196208921,-1.5275252316519468,2180754.0
-1.5275252316519468,1.2998673672393632,-0.34391166878110224,-0.5308424999426635,0.9493643434793942,-0.2444512456935151,-1.5275252316519468,2478922.0
-1.5275252316519468,1.4236642593573978,-0.19305854017834265,-0.9951675824231627,0.6227265887399599,-0.2695691718565197,-1.5275252316519468,1751996.94
-1.5275252316519468,1.5474611514754324,-0.2770409372402022,-0.5060772006260922,0.6062919847279131,-0.12723425693283386,-1.5275252316519468,1714437.6
